BRAND-NAME,TETRAHYDROCANNABINOL-THC,TETRAHYDROCANNABINOL-ACID-THCA,CANNABIDIOLS-CBD,CANNABIDIOL-ACID-CBDA,A-PINENE,B-MYRCENE,B-CARYOPHYLLENE,B-PINENE,LIMONENE,OCIMENE,LINALOOL-LIN,HUMULENE-HUM,CBG,CBG-A,CANNABAVARIN-CBDV,CANNABICHROMENE-CBC,CANNBINOL-CBN,TETRAHYDROCANNABIVARIN-THCV,A-BISABOLOL,A-PHELLANDRENE,A-TERPINENE,B-EUDESMOL,B-TERPINENE,FENCHONE,PULEGOL,BORNEOL,ISOPULEGOL,CARENE,CAMPHENE,CAMPHOR,CARYOPHYLLENE-OXIDE,CEDROL,EUCALYPTOL,GERANIOL,GUAIOL,GERANYL-ACETATE,ISOBORNEOL,MENTHOL,L-FENCHONE,NEROL,SABINENE,TERPINEOL,TERPINOLENE,TRANS-B-FARNESENE,VALENCENE,A-CEDRENE,A-FARNESENE,B-FARNESENE,CIS-NEROLIDOL,FENCHOL,TRANS-NEROLIDOL
Cannabidiol D 1:1 Sublingual Spray NDC: 3311,4.2,0.1,4.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,,0.2,0.1,,,,,4.2,,4.2,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:1 Sublingual Spray NDC: 3728,4.2,0.1,4.2,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.2,0.1,,,,,4.2,,4.2,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:1 Sublingual Spray NDC: 5044,3.91,0.1,3.91,0.16,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.21,0.1,,0.24,0.1,,,,,3.91,,3.91,,,,,,3.91,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:1 Sublingual Spray NDC: 5068,3.91,0.1,3.91,0.16,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.21,0.1,,0.24,0.1,,,,,3.91,,3.91,,,,,,3.91,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:1 Sublingual Spray NDC: 6937,4.24,0.1,4.24,0.17,,,,,,,,,,,,,,,,,,4.24,,4.24,,,,,,4.24,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:1 Tablets Compassionate Need NDC: 5069,1.32,0.1,1.32,0.1,,,,,,,,,,,,,,,,,,1.32,,1.32,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:1 Transdermal Bath Bomb NDC: 6980,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:1 Transdermal Gel Pen NDC: 6981,1.25,0.1,1.25,0.1,,,,,,,,,,,,,,,,,,1.25,,1.25,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:1 Transdermal Lotion NDC: 6979,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:1 VPen 250 NDC: 3718,32.2,0.1,32.2,3.3,0.1,0.1,0.8,0.1,0.1,0.1,0.3,0.2,0.9,0.5,,1.5,0.2,,,,,32.2,,32.2,,,,,,32.2,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:1 VPen 330 NDC: 5065,28.6,0.1,28.6,1.38,0.1,0.1,0.55,0.1,0.1,0.1,0.26,0.2,1.51,0.1,,1.74,0.18,,0.22,,,28.6,,28.6,,,,,,28.6,,,,,0.16,,,,,,,,,,,,,,,,
Cannabidiol D 1:1 VPen T116 C115 NDC: 6982,28.9,0.41,28.9,1.13,0.1,0.17,0.52,0.1,0.27,0.1,0.21,0.18,1.32,0.14,0,1.89,0.44,0,,,,28.9,,28.9,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:1 Vcapsules,5.3,0.1,5.3,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,,0.1,0.1,,,,,5.3,,5.3,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:13 Sublingual Spray NDC: 3703,0.6,0.1,0.6,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.3,0.1,,,,,0.6,,0.6,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:14 50 Syringe V1,0.3,0.1,0.3,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.2,0.1,,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:15 Syringe V1,4.7,0.1,4.7,2,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.2,1.2,0.5,,2.3,0.1,,,,,4.7,,4.7,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:15,4.7,0.1,4.7,1.1,0.1,0.6,0.6,0.1,0.3,0.1,0.1,0.3,1.1,0.3,,2.4,0.1,,,,,4.7,,4.7,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:2 VPen V1,19.9,0.1,19.9,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,1.3,0.4,,2.1,0.5,,,,,19.9,,19.9,,,,,,19.9,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:3 Tea Bags T2.7 C8.4 NDC: 6929,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:4 Capsules NDC: 3309,0.9,0.1,0.9,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.2,0.1,,,,,0.9,,0.9,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:4 Slips NDC: 3322,2.4,0.1,2.4,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,,0.4,0.1,,,,,2.4,,2.4,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 250 VPen V1,9.3,0.1,9.3,1.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0.4,,1.8,0.2,,,,,9.3,,9.3,,,,,,9.3,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 250 VPen V2,11.1,0.1,11.1,7.1,0.1,0.2,0.7,0.1,0.2,0.1,0.1,0.2,0.9,0.6,,2,0.1,,,,,11.1,,11.1,,,,,,11.1,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 250 VPen V3,10.4,0.1,10.4,7,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.9,0.6,,2,0.1,,,,,10.4,,10.4,,,,,,10.4,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Capsules NDC: 3706,0.9,0.1,0.9,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.2,0.1,,,,,0.9,,0.9,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Capsules NDC: 4023,0.8,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.2,0.1,,,,,0.8,,0.8,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Capsules NDC: 4332,0.9,0.1,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.2,0.1,,,,,0.9,,0.9,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Capsules NDC: 5041,0.87,0.1,0.87,0.22,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.19,0.1,,,,,0.87,,0.87,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Capsules NDC: 5299,0.93,0.1,0.93,0.17,,,,,,,,,,,,,,,,,,0.93,,0.93,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Capsules NDC: 6459,0.8,0.1,0.8,0.21,,,,,,,,,,,,,,,,,,0.8,,0.8,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Capsules NDC: 6972,0.93,0.1,0.93,0.11,,,,,,,,,,,,,,,,,,0.93,,0.93,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Capsules NDC: 7252,0.85,0.1,0.85,0.1,,,,,,,,,,,,,,,,,,0.85,,0.85,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Capsules V1,0.9,0.1,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.2,0.1,,,,,0.9,,0.9,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Capsules V2,0.9,0.1,0.9,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.2,0.1,,,,,0.9,,0.9,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Pure 200 VPen V1,12.3,0.1,12.3,1.8,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,1.1,0.4,,2.3,0.1,,,,,12.3,,12.3,,,,,,12.3,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Pure 210 VPen V1,11.9,0.1,11.9,7.5,0.1,0.5,0.5,0.1,0.2,0.1,0.1,0.2,1,0.7,,2.2,0.1,,,,,11.9,,11.9,,,,,,11.9,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Pure 215 VPen V1,12.1,0.2,12.1,1.7,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.2,1.2,0.5,,2.1,0.2,,,,,12.1,,12.1,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Pure 395 VPen V1,11.9,0.1,11.9,7.5,0.1,0.2,0.5,0.1,0.2,0.1,0.1,0.2,1,0.7,,2.2,0.1,,,,,11.9,,11.9,,,,,,11.9,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Pure 400 VPen V1,12.1,0.2,12.1,1.7,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.2,1.2,0.5,,2.1,0.2,,,,,12.1,,12.1,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Pure 415 VPen V1,12.4,0.2,12.4,7.6,0.1,0.4,0.4,0.1,0.2,0.1,0.1,0.2,1,0.7,,2.3,0.2,,,,,12.4,,12.4,,,,,,12.4,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Pure Oil T119 C633 NDC: 5008,11.9,0.1,11.9,3.2,0.1,0.1,0.38,0.1,0.1,0.1,0.1,0.16,1.32,0.26,,2.74,0.21,,,,,11.9,,11.9,,,,,,11.9,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Pure VPen 225 NDC: 3182,13.7,0.1,13.7,3.1,0.1,0.2,0.4,0.1,0.1,0.1,0.1,0.2,1,0.5,,2.5,0.1,,,,,13.7,,13.7,,,,,,13.7,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Pure VPen 385 NDC: 4314,12.1,0.1,12.1,0.3,0.1,0.5,0.6,0.1,0.2,0.1,0.1,0.3,1.4,0.4,,2.7,0.1,,,,,12.1,,12.1,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Pure VPen 395 NDC: 3996,11.5,0.1,11.5,0.5,0.1,0.2,0.5,0.1,0.1,0.1,0.1,0.2,1.1,0.4,,2.6,0.1,,,,,11.5,,11.5,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Pure VPen 395 NDC: 4353,12.1,0.1,12.1,0.2,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.1,1.5,0.3,,2.7,0.1,,,,,12.1,,12.1,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Pure VPen 405 NDC: 3714,12.1,0.1,12.1,5.9,0.1,0.3,0.6,0.1,0.1,0.1,0.1,0.2,0.8,0.5,,2,0.1,,,,,12.1,,12.1,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Pure VPen 435 NDC: 3709,13,0.1,13,3,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.2,1,0.4,,2.5,0.1,,,,,13,,13,,,,,,13,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Pure VPen 436 NDC: 5012,11.9,0.1,11.9,3.2,0.1,0.1,0.38,0.1,0.1,0.1,0.1,0.16,1.32,0.26,,2.74,0.21,,,,,11.9,,11.9,,,,,,11.9,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Pure VPen T51 C254 NDC: 6424,12.6,0.17,12.6,3.24,0.16,0.78,1.43,0.23,1.2,0.1,0.69,0.45,1.19,0.28,0,3.17,0.27,0,,,,12.6,,12.6,,,,,,12.6,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Pure VPen T53 C277 NDC: 7251,13.4,0.1,13.4,0.42,0.1,0.1,0.23,0.1,0.1,0.1,0.1,0.11,1.67,0.21,0,3.64,0.35,0,,,,13.4,,13.4,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Pure VPen T54 C269 NDC: 6920,13.4,0.17,13.4,1.72,0.1,0.1,0.36,0.1,0.1,0.1,0.1,0.14,1.61,0.25,0,3.53,0.28,0,,,,13.4,,13.4,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Pure VPen T56 C303 NDC: 7762,13.5,0.1,13.5,0.29,0,0,0,0,0,0,0,0,1.3,0.15,0,3.27,0.33,0,,,,13.5,,13.5,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Slips NDC: 3164,2.2,0.1,2.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,,0.4,0.1,,,,,2.2,,2.2,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Slips NDC: 3742,1.9,0.1,1.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,,0.4,0.4,,,,,1.9,,1.9,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Slips NDC: 4083,2.4,0.1,2.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,,0.5,0.1,,,,,2.4,,2.4,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Slips T3.1 C16.1 NDC: 7606,2.03,0.1,2.03,0.1,,,,,,,,,,,,,,,,,,2.03,,2.03,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Slips T3.7 C19.3 NDC: 5749,2.15,0.12,2.15,0.43,,,,,,,,,,,,,,,,,,2.15,,2.15,,,,,,2.15,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Slips T3.9 C17.7 NDC: 6248,2.71,0.1,2.71,0.84,,,,,,,,,,,,,,,,,,2.71,,2.71,,,,,,2.71,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Slips T41 C208 NDC: 4400,2.7,0.1,2.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,,0.6,0.1,,,,,2.7,,2.7,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Slips V1,2.6,0.1,2.6,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,,0.1,0.3,,,,,2.6,,2.6,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Slips V2,2,0.1,2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,,0.4,0.1,,,,,2,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Slips V3,2.2,0.1,2.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,,0.4,0.1,,,,,2.2,,2.2,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Slips V4,2.2,0.1,2.2,1.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,,0.4,0.1,,,,,2.2,,2.2,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Slips,2.3,0.1,2.3,0.12,,,,,,,,,0.19,0.1,,0.46,0.1,,,,,2.3,,2.3,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Sublingual Spray NDC: 8190,1.14,0.1,1.14,0.1,,,,,,,,,,,,,,,,,,1.14,,1.14,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Tea Bags T1.5 C8.4 NDC: 6971,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 Tea Bags T1.6 C8.4 NDC: 7272,0.11,0.1,0.11,0.1,,,,,,,,,,,,,,,,,,0.11,,0.11,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 VPen 250 NDC: 3704,10.6,0.1,10.6,2.5,0.1,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.8,0.4,,2.2,0.1,,,,,10.6,,10.6,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 VPen 250 NDC: 3719,10.3,0.1,10.3,5.4,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.2,0.7,0.4,,1.9,0.1,,,,,10.3,,10.3,,,,,,10.3,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 VPen 300 NDC: 4082,9.2,0.1,9.2,0.3,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.2,0.8,0.3,,1.8,0.1,,,,,9.2,,9.2,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 VPen 330 NDC: 5066,9.33,0.1,9.33,2.49,0.1,0.1,0.28,0.1,0.1,0.1,0.1,0.12,1.01,0.17,,2.08,0.16,,0.22,,,9.33,,9.33,,,,,,9.33,,,,,0.19,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 VPen T34 C188 NDC: 6716,8.58,0.12,8.58,2.3,0.52,3.29,0.46,0.52,0.54,0.1,0.1,0.16,0.85,0.19,0,2.27,0.2,0,,,,8.58,,8.58,,,,,,8.58,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 VPen T36 C181 NDC: 7253,9.06,0.1,9.06,0.26,0.1,0.1,0.16,0.1,0.1,0.1,0.1,0.1,1.11,0.13,0,2.4,0.24,0,,,,9.06,,9.06,,,,,,9.06,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 VPen T37 C189 NDC: 6973,9.25,0.13,9.25,1.2,,,,,,,,,,,,,,,,,,9.25,,9.25,,,,,,9.25,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 VPen V1,10.8,0.1,10.8,0.8,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,1,0.4,,2.1,0.2,,,,,10.8,,10.8,,,,,,10.8,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 2077,5.4,0.06,5.4,1.06,0.1,1.41,0.93,0.1,0.26,0.1,0.1,0.36,1.19,0.1,,0.1,0.1,,,,,5.4,,5.4,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBD Oral Solution 1x NDC: 3723,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBD Oral Solution 1x NDC: 4024,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBD Oral Solution 5x NDC: 3724,0.5,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.2,0.1,,,,,0.5,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBD Oral Solution 5x NDC: 4020,0.3,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.2,0.1,,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBD Oral Solution 5x NDC: 4333,0.5,0.1,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.2,0.1,,,,,0.5,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBD Oral Solution NDC: 4339,0.3,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBD Oral Solution NDC: 4673,0.19,0.1,0.19,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.13,0.1,,,,,0.19,,0.19,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBD Oral Solution NDC: 5036,0.2,0.1,0.2,0.17,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.13,0.1,,,,,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBD Oral Solution NDC: 5285,0.25,0.1,0.25,0.11,,,,,,,,,,,,,,,,,,0.25,,0.25,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBD Oral Solution NDC: 5993,0.24,0.1,0.24,0.19,,,,,,,,,,,,,,,,,,0.24,,0.24,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBD Oral Solution NDC: 6420,0.21,0.1,0.21,0.2,,,,,,,,,,,,,,,,,,0.21,,0.21,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBD Oral Solution NDC: 6922,0.14,0.1,0.14,0.1,,,,,,,,,,,,,,,,,,0.14,,0.14,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBD Oral Solution NDC: 7209,0.3,0.1,0.3,0.1,,,,,,,,,,,,,,,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBD Oral Solution NDC: 7757,0.29,0.1,0.29,0.1,,,,,,,,,,,,,,,,,,0.29,,0.29,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBD Oral Solution NDC: 9171,0.14,0.1,0.14,0.1,,,,,,,,,,,,,,,,,,0.14,,0.14,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBD Oral Solution NDC: 9273,0.17,0.1,0.17,0.1,,,,,,,,,,,,,,,,,,0.17,,0.17,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBD Tincture 1x V1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBD Tincture 5x V1,0.4,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.2,0.1,,,,,0.4,,0.4,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBD oral Solution NDC: 8208,0.14,0.1,0.14,0.1,,,,,,,,,,,,,,,,,,0.14,,0.14,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBDA Tincture 1x V1,0.1,0.1,0.1,1.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D CBDA Tincture 5x V1,0.1,0.2,0.1,5.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D Oil 1:18 T25 C477 NDC: 6484,2.57,0.1,2.57,2.81,0.75,5.07,0.5,0.33,0.75,0.1,0.1,0.17,0.75,0.17,0,2.42,0.12,0,,,,2.57,,2.57,,,,,,2.57,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D Oil 1:9 T67 C626 NDC: 7259,6.73,0.1,6.73,0.39,0.1,0.1,0.17,0.1,0.1,0.1,0.1,0.1,1.37,0.18,0,3.38,0.21,0,,,,6.73,,6.73,,,,,,6.73,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D Oil 1:9 T67 C626 NDC: 7608,6.73,0.1,6.73,0.39,0.1,0.1,0.17,0.1,0.1,0.1,0.1,0.1,1.37,0.18,0,3.38,0.21,0,,,,6.73,,6.73,,,,,,6.73,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D Pure Oil 1-16.4 T43 C713 NDC: 3995,4.3,0.1,4.3,0.6,0.1,0.2,0.4,0.1,0.1,0.1,0.1,0.2,1.1,0.4,,2.9,0.1,,,,,4.3,,4.3,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D Pure Oil 1:11 T61 C703 NDC: 5965,5.87,0.28,5.87,4.79,0.85,2.45,0.6,0.34,0.56,0,0,0.21,0.74,0.37,0,3.15,0,0,,,,5.87,,5.87,,,,,,5.87,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D Pure Oil 1:16 T46 C750 NDC: 4655,4.65,0.1,4.65,1.3,0.1,0.1,0.13,0.1,0.1,0.1,0.1,0.1,1.2,0.28,,3.34,0.41,,,,,4.65,,4.65,,,,,,4.65,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D Pure Oil 1:17 T40 C686 NDC: 4671,4.02,0.1,4.02,3.57,0.1,0.1,0.23,0.1,0.1,0.1,0.1,0.11,1.06,0.28,,2.74,0.17,,0.25,,,4.02,,4.02,,,,,,4.02,,,,,0.23,,,,,,,,,,,,,,,,
Cannabidiol D Pure Oil 1:19 T33 C646 NDC: 6255,3.39,0.1,3.39,3.67,0.88,5.37,0.5,0.49,0.9,0.1,0.1,0.22,0.96,3.17,0,3.17,0.14,0,,,,3.39,,3.39,,,,,,3.39,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D SH 1:23 77.9 V1,0.2,3,0.2,72.4,0.1,0.2,0.4,0.1,0.1,0.1,0.1,0.2,0.3,1.4,,0.1,0.1,,,,,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D Syringe 1:11 NDC: 3726,6.2,0.1,6.2,6.4,0.1,0.3,0.5,0.1,0.1,0.1,0.1,0.2,0.7,0.5,,2.2,0.1,,,,,6.2,,6.2,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,
